,id,date,code,name,open,high,low,close,volume,money,change_pct
23,1643104,2018-02-02,801752,互联网传媒,1135.89,1168.99,1106.11,1141.68,626607492.0,9835800973.94,-0.58
24,1643463,2018-02-05,801752,互联网传媒,1124.23,1153.67,1105.46,1135.44,429890120.0,6913525132.18,-0.55
25,1643822,2018-02-06,801752,互联网传媒,1111.63,1139.64,1067.57,1080.01,622410283.0,9693354340.32,-4.88
26,1644181,2018-02-07,801752,互联网传媒,1098.45,1122.46,1054.35,1092.05,742076310.0,10506839850.97,1.11
27,1644540,2018-02-08,801752,互联网传媒,1087.12,1126.24,1073.12,1104.26,1404834924.0,12293498779.58,1.12
28,1644899,2018-02-09,801752,互联网传媒,1073.74,1106.42,1039.36,1065.26,1213945708.0,12599689245.99,-3.53
29,1645258,2018-02-12,801752,互联网传媒,1072.25,1101.91,1049.87,1085.41,791202676.0,9139433021.06,1.89
30,1645617,2018-02-13,801752,互联网传媒,1089.08,1109.19,1066.46,1078.28,705475893.0,8002517464.7,-0.66
31,1645976,2018-02-14,801752,互联网传媒,1078.68,1094.27,1052.55,1069.93,573833565.0,5848179050.23,-0.77
32,1646335,2018-02-22,801752,互联网传媒,1082.07,1109.31,1068.16,1096.23,657656765.0,7372174822.62,2.46
33,1646694,2018-02-23,801752,互联网传媒,1097.75,1112.5,1075.82,1093.79,911215198.0,8518157067.93,-0.22
34,1647053,2018-02-26,801752,互联网传媒,1102.21,1138.8,1085.64,1124.87,940994365.0,10994386654.94,2.84
35,1647412,2018-02-27,801752,互联网传媒,1124.88,1159.5,1111.95,1141.02,946838663.0,11891644154.68,1.44
36,1647771,2018-02-28,801752,互联网传媒,1132.0,1180.31,1115.04,1151.0,1029230676.0,13245114659.49,0.87
37,1648130,2018-03-01,801752,互联网传媒,1141.75,1179.76,1130.25,1168.36,854203815.0,11308786882.0,1.51
38,1648489,2018-03-02,801752,互联网传媒,1160.89,1190.92,1140.21,1156.27,1014790674.0,12150732310.86,-1.04
39,1648848,2018-03-05,801752,互联网传媒,1159.02,1177.7,1137.94,1164.09,699031907.0,8991800258.75,0.68
40,1649207,2018-03-06,801752,互联网传媒,1166.39,1197.22,1146.96,1168.59,896818490.0,13280102959.41,0.39
41,1649566,2018-03-07,801752,互联网传媒,1165.82,1180.14,1141.82,1154.36,661346743.0,8764686981.88,-1.22
42,1649925,2018-03-08,801752,互联网传媒,1153.09,1169.59,1138.28,1153.77,525906066.0,7055673080.99,-0.05
43,1650284,2018-03-09,801752,互联网传媒,1156.25,1220.11,1147.75,1204.76,1273179160.0,17600793074.41,4.42
44,1650643,2018-03-12,801752,互联网传媒,1214.08,1248.55,1197.08,1226.6,1191237308.0,17163286655.68,1.81
45,1651002,2018-03-13,801752,互联网传媒,1226.82,1252.42,1203.73,1223.58,940036039.0,13904132670.68,-0.25
46,1651361,2018-03-14,801752,互联网传媒,1222.43,1242.45,1195.53,1208.16,974142547.0,12402457871.64,-1.26
47,1651720,2018-03-15,801752,互联网传媒,1201.72,1228.08,1173.36,1210.13,648179238.0,10721926209.13,0.16
48,1652079,2018-03-16,801752,互联网传媒,1203.66,1227.67,1181.23,1190.5,693379974.0,11295122237.78,-1.62
49,1652438,2018-03-19,801752,互联网传媒,1195.34,1220.95,1175.57,1196.69,644977093.0,10675042123.45,0.52
50,1652797,2018-03-20,801752,互联网传媒,1189.02,1214.2,1165.35,1203.27,1039092467.0,11853444768.56,0.55
51,1653156,2018-03-21,801752,互联网传媒,1203.74,1226.27,1169.18,1179.75,942151904.0,11921485357.93,-1.96
52,1653515,2018-03-22,801752,互联网传媒,1183.22,1216.05,1162.79,1190.47,793244113.0,10528513660.31,0.91
53,1653874,2018-03-23,801752,互联网传媒,1152.17,1176.26,1095.12,1116.74,1083494719.0,14549643372.01,-6.19
54,1654233,2018-03-26,801752,互联网传媒,1106.88,1155.4,1082.08,1145.04,613399311.0,10054846614.3,2.53
55,1654592,2018-03-27,801752,互联网传媒,1160.91,1201.61,1142.84,1183.2,789989039.0,13229441900.57,3.33
56,1654951,2018-03-28,801752,互联网传媒,1167.12,1199.73,1151.38,1178.19,875567401.0,11802563296.09,-0.42
57,1655310,2018-03-29,801752,互联网传媒,1183.93,1200.97,1155.11,1175.03,820325014.0,10428289769.14,-0.27
58,1655669,2018-03-30,801752,互联网传媒,1182.73,1218.51,1168.58,1206.63,918687642.0,12741486816.87,2.69
59,1656028,2018-04-02,801752,互联网传媒,1213.39,1231.93,1183.08,1199.31,1002322012.0,13190843873.32,-0.61
60,1656387,2018-04-03,801752,互联网传媒,1178.2,1191.36,1149.1,1172.73,792409829.0,10176070678.46,-2.22
61,1656746,2018-04-04,801752,互联网传媒,1178.89,1190.92,1139.72,1151.71,715685449.0,9114621064.1,-1.79
62,1657105,2018-04-09,801752,互联网传媒,1150.1,1177.62,1129.08,1154.63,654844017.0,8864151993.36,0.25
63,1657464,2018-04-10,801752,互联网传媒,1153.37,1169.85,1122.41,1151.74,707597591.0,9127792473.22,-0.25
64,1657823,2018-04-11,801752,互联网传媒,1152.78,1179.14,1137.55,1154.46,623342503.0,8919406616.47,0.24
65,1658182,2018-04-12,801752,互联网传媒,1153.21,1175.04,1135.24,1148.29,510538551.0,7214804316.09,-0.53
66,1658541,2018-04-13,801752,互联网传媒,1157.13,1175.39,1136.86,1152.95,579278386.0,7681903395.81,0.41
67,1658900,2018-04-16,801752,互联网传媒,1150.23,1178.75,1128.41,1158.06,784888562.0,10304176599.42,0.44
68,1659259,2018-04-17,801752,互联网传媒,1165.53,1177.38,1111.02,1126.64,881635024.0,10508671843.59,-2.71
69,1659618,2018-04-18,801752,互联网传媒,1136.3,1171.31,1100.35,1153.48,1023401134.0,11387540248.1,2.38
70,1659977,2018-04-19,801752,互联网传媒,1151.32,1170.53,1129.44,1149.23,821225308.0,9515106591.17,-0.37
71,1660336,2018-04-20,801752,互联网传媒,1145.34,1164.53,1107.4,1122.65,977852287.0,10043056453.21,-2.31
72,1660695,2018-04-23,801752,互联网传媒,1118.82,1140.83,1085.73,1110.66,759041611.0,7991866318.06,-1.07
73,1661054,2018-04-24,801752,互联网传媒,1110.89,1156.19,1097.01,1145.2,865902444.0,9609220631.96,3.11
74,1661413,2018-04-25,801752,互联网传媒,1136.85,1156.51,1120.65,1140.65,691941876.0,7942519150.71,-0.4
75,1661772,2018-04-26,801752,互联网传媒,1141.43,1151.72,1103.48,1112.43,662761697.0,7605573674.66,-2.47
76,1662131,2018-04-27,801752,互联网传媒,1119.34,1142.75,1097.06,1122.14,734736748.0,8575679143.43,0.87
77,1662490,2018-05-02,801752,互联网传媒,1125.17,1141.82,1091.84,1110.08,698453117.0,7953432487.99,-1.07
78,1662849,2018-05-03,801752,互联网传媒,1109.8,1143.47,1086.99,1134.54,693223024.0,8952307071.42,2.2
79,1663208,2018-05-04,801752,互联网传媒,1133.97,1148.25,1113.62,1125.28,526927608.0,6889030925.45,-0.82
80,1663567,2018-05-07,801752,互联网传媒,1129.61,1154.02,1119.2,1141.76,562019410.0,7400589738.23,1.46
81,1663926,2018-05-08,801752,互联网传媒,1142.72,1156.83,1127.38,1144.09,547031324.0,7164035102.97,0.2
82,1664285,2018-05-09,801752,互联网传媒,1143.28,1153.72,1122.36,1134.87,621249035.0,6917130841.05,-0.81
83,1664644,2018-05-10,801752,互联网传媒,1136.42,1150.64,1116.69,1136.74,578103126.0,6888748312.85,0.17
84,1665003,2018-05-11,801752,互联网传媒,1139.28,1147.45,1109.88,1118.49,508420855.0,6328839796.43,-1.61
85,1665362,2018-05-14,801752,互联网传媒,1120.48,1132.38,1094.12,1107.48,575621595.0,6456430141.68,-0.98
86,1665721,2018-05-15,801752,互联网传媒,1109.69,1129.08,1092.82,1121.76,564645080.0,6614579757.09,1.29
87,1666080,2018-05-16,801752,互联网传媒,1117.78,1131.31,1099.31,1111.93,490896528.0,6120498509.39,-0.88
88,1666439,2018-05-17,801752,互联网传媒,1111.85,1126.57,1096.15,1107.3,447407959.0,5516811838.41,-0.42
89,1666798,2018-05-18,801752,互联网传媒,1107.51,1127.38,1094.39,1117.36,492560496.0,6118635644.1,0.91
90,1667157,2018-05-21,801752,互联网传媒,1121.45,1140.43,1112.87,1130.19,554498446.0,6890626972.03,1.15
91,1667516,2018-05-22,801752,互联网传媒,1129.98,1141.01,1112.68,1129.85,523405040.0,6457111597.34,-0.03
92,1667875,2018-05-23,801752,互联网传媒,1126.72,1137.46,1104.77,1112.66,504763390.0,6354764080.52,-1.52
93,1668234,2018-05-24,801752,互联网传媒,1112.95,1124.54,1099.05,1108.09,400721888.0,4906874762.55,-0.41
94,1668593,2018-05-25,801752,互联网传媒,1103.66,1114.79,1084.17,1090.84,455842802.0,5480533801.25,-1.56
95,1668952,2018-05-28,801752,互联网传媒,1088.85,1101.91,1061.36,1078.66,576752061.0,6249083345.67,-1.12
96,1669311,2018-05-29,801752,互联网传媒,1077.17,1092.0,1057.26,1070.66,552031781.0,5910921668.76,-0.74
97,1669670,2018-05-30,801752,互联网传媒,1055.05,1069.93,1016.96,1027.43,654394036.0,7050308749.45,-4.04
98,1670029,2018-05-31,801752,互联网传媒,1034.89,1051.37,1015.33,1038.03,526038956.0,6084498690.59,1.03
99,1670388,2018-06-01,801752,互联网传媒,1034.09,1051.66,1013.9,1029.12,617139867.0,5814578109.69,-0.86
100,1670747,2018-06-04,801752,互联网传媒,1035.61,1046.35,1007.35,1020.37,470038169.0,4717750132.95,-0.85
101,1671106,2018-06-05,801752,互联网传媒,1027.01,1048.24,1009.64,1034.67,492784672.0,5037652798.15,1.4
102,1671465,2018-06-06,801752,互联网传媒,1038.09,1052.93,1017.12,1033.4,611762133.0,5749392007.13,-0.12
103,1671824,2018-06-07,801752,互联网传媒,1041.89,1053.87,1016.12,1024.41,706154534.0,6136992024.23,-0.87
104,1672183,2018-06-08,801752,互联网传媒,1026.91,1033.35,988.62,1004.7,678441381.0,6289492492.7,-1.92
105,1672542,2018-06-11,801752,互联网传媒,1007.35,1026.41,987.66,1006.31,466917243.0,4568345088.33,0.16
106,1672901,2018-06-12,801752,互联网传媒,1014.66,1030.03,992.3,1014.73,456258219.0,4649642578.99,0.84
107,1673260,2018-06-13,801752,互联网传媒,1017.63,1026.25,989.45,995.98,427844722.0,4022063631.91,-1.85
108,1673619,2018-06-14,801752,互联网传媒,1000.12,1020.73,984.04,998.88,416200447.0,4094518021.68,0.29
109,1673978,2018-06-15,801752,互联网传媒,1005.29,1013.36,962.56,976.35,513097097.0,4906452920.58,-2.26
110,1674337,2018-06-19,801752,互联网传媒,963.67,971.02,893.64,911.52,660030998.0,6480331444.28,-6.64
111,1674696,2018-06-20,801752,互联网传媒,909.39,930.15,885.9,910.9,525141639.0,4945839427.2,-0.07
112,1675055,2018-06-21,801752,互联网传媒,910.54,920.4,872.65,881.42,499532566.0,4766799920.31,-3.24
113,1675414,2018-06-22,801752,互联网传媒,878.11,915.09,863.44,904.2,498858491.0,4558717447.47,2.58
114,1675773,2018-06-25,801752,互联网传媒,913.86,925.74,889.56,897.18,451607015.0,3963674692.42,-0.78
115,1676132,2018-06-26,801752,互联网传媒,889.78,927.69,880.84,916.5,482572004.0,4698535484.37,2.15
116,1676491,2018-06-27,801752,互联网传媒,920.76,929.33,901.16,911.02,603634649.0,4599128551.31,-0.6
117,1676850,2018-06-28,801752,互联网传媒,911.17,930.36,893.8,904.76,554211207.0,4864855979.05,-0.69
118,1677209,2018-06-29,801752,互联网传媒,907.38,947.63,900.64,940.31,656450175.0,6488525289.79,3.93
119,1677568,2018-07-02,801752,互联网传媒,942.05,951.55,913.83,926.92,593368603.0,5667425566.27,-1.42
120,1677927,2018-07-03,801752,互联网传媒,930.12,951.37,907.9,942.44,620122079.0,6202880003.23,1.67
121,1678286,2018-07-04,801752,互联网传媒,936.96,944.87,906.33,918.64,604027057.0,5481251958.06,-2.52
122,1678645,2018-07-05,801752,互联网传媒,915.03,932.3,898.03,907.27,467135898.0,4241572015.27,-1.24
123,1679004,2018-07-06,801752,互联网传媒,909.09,932.24,886.19,909.23,567368704.0,5848111826.83,0.22
124,1679363,2018-07-09,801752,互联网传媒,910.57,925.44,899.88,916.99,435550846.0,4732205859.8,0.85
125,1679722,2018-07-10,801752,互联网传媒,917.55,925.23,900.2,914.84,423646030.0,4361296607.28,-0.23
126,1680081,2018-07-11,801752,互联网传媒,901.57,906.93,864.62,881.64,555834528.0,5461036588.4,-3.63
127,1680440,2018-07-12,801752,互联网传媒,884.11,917.19,877.9,905.56,562682645.0,5852595135.41,2.71
128,1680799,2018-07-13,801752,互联网传媒,907.6,925.57,893.38,912.72,550812397.0,5455449734.59,0.79
129,1681158,2018-07-16,801752,互联网传媒,917.75,927.11,901.19,914.62,532942166.0,4923477398.07,0.21
130,1681517,2018-07-17,801752,互联网传媒,917.2,928.27,902.47,919.16,540668874.0,4740341467.95,0.5
131,1681876,2018-07-18,801752,互联网传媒,921.7,933.11,905.04,909.63,568609078.0,5093105549.58,-1.04
132,1682235,2018-07-19,801752,互联网传媒,909.18,919.99,889.14,900.14,523288633.0,4699216066.04,-1.04
133,1682594,2018-07-20,801752,互联网传媒,899.21,924.1,886.81,915.08,589716195.0,6039821247.12,1.66
134,1682953,2018-07-23,801752,互联网传媒,912.74,930.42,903.4,924.15,664990417.0,6055282214.3,0.99
135,1683312,2018-07-24,801752,互联网传媒,926.5,950.19,916.73,934.02,841709879.0,7728446890.97,1.07
136,1683671,2018-07-25,801752,互联网传媒,937.12,956.9,928.41,942.17,715917866.0,6552921249.86,0.87
137,1684030,2018-07-26,801752,互联网传媒,939.97,951.58,918.68,931.69,930359802.0,7536481205.5,-1.11
138,1684389,2018-07-27,801752,互联网传媒,927.82,938.27,912.59,918.55,688652282.0,5480896323.9,-1.41
139,1684748,2018-07-30,801752,互联网传媒,917.32,925.18,890.7,901.03,704382685.0,5313083930.76,-1.91
140,1685107,2018-07-31,801752,互联网传媒,898.29,910.98,888.04,901.27,459498895.0,4083232277.43,0.03
141,1685466,2018-08-01,801752,互联网传媒,901.6,915.4,879.65,887.9,578562231.0,5045724389.97,-1.48
142,1685825,2018-08-02,801752,互联网传媒,884.89,891.39,840.84,858.71,702068395.0,6021605374.0,-3.29
143,1686184,2018-08-03,801752,互联网传媒,857.62,871.32,841.94,850.63,476568932.0,3741029766.75,-0.94
144,1686543,2018-08-06,801752,互联网传媒,847.63,860.58,827.64,839.08,538266330.0,3852126152.23,-1.36
145,1686902,2018-08-07,801752,互联网传媒,840.48,864.48,829.8,859.63,606815489.0,4691125464.07,2.45
146,1687261,2018-08-08,801752,互联网传媒,856.89,872.81,839.35,849.74,705354709.0,5402387741.17,-1.15
147,1687620,2018-08-09,801752,互联网传媒,847.1,882.04,841.02,869.39,827179993.0,6524115565.29,2.31
148,1687979,2018-08-10,801752,互联网传媒,869.56,884.65,858.72,873.88,683087556.0,5141204498.9,0.52
149,1688338,2018-08-13,801752,互联网传媒,860.52,884.82,850.89,877.94,736102918.0,5750063485.62,0.46
150,1688697,2018-08-14,801752,互联网传媒,876.4,884.31,861.99,869.92,678305347.0,5224861116.47,-0.91
151,1689056,2018-08-15,801752,互联网传媒,869.27,876.4,844.06,851.79,744403195.0,5180252906.7,-2.08
152,1689415,2018-08-16,801752,互联网传媒,837.94,859.78,823.1,842.3,732693993.0,5355909092.67,-1.11
153,1689774,2018-08-17,801752,互联网传媒,847.92,855.66,817.12,822.88,545207761.0,4418366471.21,-2.31
154,1690133,2018-08-20,801752,互联网传媒,820.35,841.39,807.6,834.8,562081896.0,4479473323.8,1.45
155,1690492,2018-08-21,801752,互联网传媒,833.81,853.67,826.12,843.83,563441017.0,4643743188.41,1.08
156,1690851,2018-08-22,801752,互联网传媒,843.55,851.71,828.37,836.35,836145610.0,4463985490.65,-0.89
157,1691210,2018-08-23,801752,互联网传媒,837.26,852.52,829.6,842.83,679776543.0,4773160313.43,0.78
158,1691569,2018-08-24,801752,互联网传媒,839.73,855.27,829.23,839.55,673898274.0,4764558034.09,-0.39
159,1691928,2018-08-27,801752,互联网传媒,841.06,867.76,835.24,860.04,744912112.0,6056655667.51,2.44
160,1692287,2018-08-28,801752,互联网传媒,859.35,876.29,849.68,863.86,643593044.0,5029396461.9,0.44
161,1692646,2018-08-29,801752,互联网传媒,866.06,878.8,851.9,864.18,724625723.0,5303186132.26,0.04
162,1693005,2018-08-30,801752,互联网传媒,864.41,875.4,845.66,854.65,802219892.0,5536115739.86,-1.1
163,1693364,2018-08-31,801752,互联网传媒,844.67,859.35,824.94,838.82,934384898.0,6364715768.12,-1.85
164,1693723,2018-09-03,801752,互联网传媒,837.14,851.26,814.96,839.83,743937310.0,5774233345.56,0.12
165,1694082,2018-09-04,801752,互联网传媒,840.4,859.82,831.11,851.86,696249127.0,5492381641.39,1.43
166,1694441,2018-09-05,801752,互联网传媒,854.27,870.5,841.4,850.81,582437184.0,5066392165.81,-0.12
167,1694800,2018-09-06,801752,互联网传媒,847.35,864.97,835.84,848.67,516415800.0,4830854212.33,-0.25
168,1695159,2018-09-07,801752,互联网传媒,847.91,864.83,832.21,843.68,519000309.0,4919315309.24,-0.59
169,1695518,2018-09-10,801752,互联网传媒,839.79,841.73,813.5,813.53,594874272.0,5667407871.45,-3.57
170,1695877,2018-09-11,801752,互联网传媒,809.78,826.17,796.78,816.11,567034428.0,4669195443.84,0.32
171,1696236,2018-09-12,801752,互联网传媒,813.98,828.12,803.64,815.07,453075153.0,3704973708.56,-0.13
172,1696595,2018-09-13,801752,互联网传媒,817.21,828.27,803.47,814.94,725679138.0,4685853558.52,-0.02
173,1696954,2018-09-14,801752,互联网传媒,813.11,824.22,791.38,802.91,996500972.0,5913296564.73,-1.48
174,1697313,2018-09-17,801752,互联网传媒,797.08,811.25,779.26,791.41,844951455.0,5249378547.11,-1.43
175,1697672,2018-09-18,801752,互联网传媒,788.28,809.01,779.11,802.42,810073575.0,4974994190.34,1.39
176,1698031,2018-09-19,801752,互联网传媒,800.24,817.73,789.04,805.52,885461858.0,5723120334.33,0.39
177,1698390,2018-09-20,801752,互联网传媒,804.33,817.71,794.8,805.3,809072535.0,4663651761.01,-0.03
178,1698749,2018-09-21,801752,互联网传媒,807.61,827.63,797.31,818.82,894893570.0,5881337380.89,1.68
179,1699108,2018-09-25,801752,互联网传媒,816.17,825.1,805.88,815.26,520980240.0,3722969159.15,-0.43
180,1699467,2018-09-26,801752,互联网传媒,820.69,833.72,810.21,823.11,929108849.0,5914096399.71,0.96
181,1699826,2018-09-27,801752,互联网传媒,823.94,834.14,804.52,812.3,1032441827.0,6151903440.16,-1.31
182,1700185,2018-09-28,801752,互联网传媒,814.94,828.23,801.54,819.88,806806948.0,5092520892.59,0.93
183,1700544,2018-10-08,801752,互联网传媒,800.18,811.03,778.99,787.48,789474690.0,4826882775.1,-3.95
184,1700903,2018-10-09,801752,互联网传媒,789.89,800.65,776.34,788.86,620694079.0,3748596876.05,0.17
185,1701262,2018-10-10,801752,互联网传媒,790.78,801.85,777.08,791.36,620955384.0,4060860235.62,0.32
186,1701621,2018-10-11,801752,互联网传媒,765.63,776.92,726.18,733.44,893330250.0,5817124804.76,-7.32
187,1701980,2018-10-12,801752,互联网传媒,727.74,744.87,699.08,729.83,789569040.0,5018932595.12,-0.49
188,1702339,2018-10-15,801752,互联网传媒,731.42,743.42,712.15,722.02,559049975.0,3626448570.43,-1.07
189,1702698,2018-10-16,801752,互联网传媒,721.77,734.93,698.9,710.08,593636093.0,3649510555.94,-1.65
190,1703057,2018-10-17,801752,互联网传媒,718.7,736.08,701.04,724.9,719733371.0,4767674949.15,2.09
191,1703416,2018-10-18,801752,互联网传媒,719.49,729.44,698.19,707.02,679704117.0,4395501035.69,-2.47
192,1703775,2018-10-19,801752,互联网传媒,696.94,737.47,689.18,730.76,746470969.0,5254945263.76,3.36
193,1704134,2018-10-22,801752,互联网传媒,737.88,779.78,731.64,768.57,1032945222.0,8311645059.13,5.17
194,1704493,2018-10-23,801752,互联网传媒,769.58,778.6,744.94,756.75,979198516.0,7055639114.67,-1.54
195,1704852,2018-10-24,801752,互联网传媒,755.01,772.36,745.47,757.64,817397470.0,5823485876.69,0.12
196,1705211,2018-10-25,801752,互联网传媒,735.06,764.37,724.13,755.25,836051163.0,5699486468.68,-0.32
197,1705570,2018-10-26,801752,互联网传媒,758.67,771.85,743.36,752.3,725824009.0,4975524930.8,-0.39
198,1705929,2018-10-29,801752,互联网传媒,751.69,767.6,737.03,749.96,716452752.0,4801712960.72,-0.31
199,1706288,2018-10-30,801752,互联网传媒,747.63,777.85,734.2,762.27,861049091.0,6883486983.74,1.64
200,1706647,2018-10-31,801752,互联网传媒,761.09,780.51,751.04,769.62,815259493.0,5826394749.9,0.97
201,1707006,2018-11-01,801752,互联网传媒,772.63,809.09,765.22,785.12,1323466971.0,9464249546.44,2.01
202,1707365,2018-11-02,801752,互联网传媒,796.36,818.71,789.05,810.77,1314456094.0,9917906436.7,3.27
203,1707724,2018-11-05,801752,互联网传媒,813.6,832.06,791.94,812.83,1182126856.0,8658644683.48,0.25
204,1708083,2018-11-06,801752,互联网传媒,756.68,769.21,737.98,808.24,979688303.0,6729311991.64,-0.56
205,1708442,2018-11-07,801752,互联网传媒,804.8,827.42,794.01,805.87,1180531952.0,8738551031.63,-0.29
206,1708801,2018-11-08,801752,互联网传媒,812.14,823.84,786.77,794.99,978044995.0,7302980549.67,-1.35
207,1709160,2018-11-09,801752,互联网传媒,791.67,811.44,781.09,796.52,840611794.0,6306544818.84,0.19
208,1709519,2018-11-12,801752,互联网传媒,795.1,832.48,789.0,827.13,1081023187.0,8034724717.1,3.84
209,1709878,2018-11-13,801752,互联网传媒,817.71,870.04,813.07,852.93,1672835983.0,12260673397.82,3.12
210,1710237,2018-11-14,801752,互联网传媒,852.65,878.82,836.67,852.76,1760459804.0,11758196984.62,-0.02
211,1710596,2018-11-15,801752,互联网传媒,851.46,889.99,844.52,877.47,1507424968.0,12010897118.36,2.9
212,1710955,2018-11-16,801752,互联网传媒,874.85,904.03,863.04,883.6,1572753780.0,12385132738.22,0.7
213,1711314,2018-11-19,801752,互联网传媒,879.51,890.28,853.52,873.06,1314529696.0,9695590363.19,-1.19
214,1711673,2018-11-20,801752,互联网传媒,863.88,878.58,839.61,848.28,1118775892.0,8762916457.89,-2.84
215,1712032,2018-11-21,801752,互联网传媒,839.44,864.41,832.84,857.49,841668348.0,6895825508.58,1.09
216,1712391,2018-11-22,801752,互联网传媒,859.14,870.15,840.26,853.48,996459673.0,7700832314.79,-0.47
217,1712750,2018-11-23,801752,互联网传媒,850.13,856.24,801.57,815.09,1270282842.0,8780171982.43,-4.5
218,1713109,2018-11-26,801752,互联网传媒,813.49,830.06,800.36,813.43,843377439.0,5656777851.53,-0.2
219,1713468,2018-11-27,801752,互联网传媒,819.82,835.31,806.65,822.39,835309314.0,5964480258.78,1.1
220,1713827,2018-11-28,801752,互联网传媒,823.28,849.16,808.14,841.39,1166794488.0,8253721446.42,2.31
221,1714186,2018-11-29,801752,互联网传媒,843.27,853.61,807.95,811.29,1030054434.0,7753169025.19,-3.58
222,1714545,2018-11-30,801752,互联网传媒,808.64,824.47,791.15,816.08,825001317.0,5830269804.01,0.59
223,1714904,2018-12-03,801752,互联网传媒,839.78,855.59,827.66,840.84,1152939873.0,8928249618.94,3.03
224,1715263,2018-12-04,801752,互联网传媒,838.74,852.59,828.1,844.15,1001735454.0,7036628027.69,0.39
225,1715622,2018-12-05,801752,互联网传媒,826.1,846.39,817.08,836.91,884238989.0,6428649926.44,-0.86
226,1715981,2018-12-06,801752,互联网传媒,832.64,841.47,811.65,820.81,792903785.0,6076521857.41,-1.92
227,1716340,2018-12-07,801752,互联网传媒,822.6,833.44,810.43,819.01,722388674.0,4650002778.09,-0.22
228,1716699,2018-12-10,801752,互联网传媒,812.53,833.89,801.29,820.71,711487074.0,5546369984.66,0.21
229,1717058,2018-12-11,801752,互联网传媒,823.92,839.16,815.14,830.67,772910306.0,5258510471.62,1.21
230,1717417,2018-12-12,801752,互联网传媒,834.64,841.3,817.91,824.6,770071845.0,4860994602.4,-0.73
231,1717776,2018-12-13,801752,互联网传媒,827.33,841.62,815.82,831.33,784648519.0,5685939982.79,0.82
232,1718135,2018-12-14,801752,互联网传媒,828.63,835.15,803.82,807.75,728074916.0,5243572642.94,-2.84
233,1718494,2018-12-17,801752,互联网传媒,803.87,815.44,789.45,804.95,520676859.0,3913880767.64,-0.35
234,1718853,2018-12-18,801752,互联网传媒,801.3,813.14,788.11,800.13,505526997.0,3907595843.71,-0.6
235,1719212,2018-12-19,801752,互联网传媒,802.64,808.27,781.73,788.0,499917587.0,3837054310.99,-1.52
236,1719571,2018-12-20,801752,互联网传媒,787.03,803.65,779.73,794.85,555729638.0,4342660681.47,0.87
237,1719930,2018-12-21,801752,互联网传媒,792.1,821.3,784.24,807.05,838390326.0,6585293440.1,1.54
